word,sentiment_eng
principesco,positive
principesco,surprise
principesco,trust
prisa,anticipation
prisa,anticipation
prisión,anger
prisión,disgust
prisión,fear
prisión,negative
prisión,sadness
prisión,anger
prisión,fear
prisión,negative
prisión,sadness
prisionero,anger
prisionero,disgust
prisionero,fear
prisionero,negative
prisionero,sadness
prístino,positive
privación,anger
privación,disgust
privación,fear
privación,negative
privación,sadness
privación,negative
privación,sadness
privada,negative
privada,negative
privada,trust
privado,negative
privado,negative
privado,trust
privilegiada,joy
privilegiada,positive
privilegiada,trust
privilegiado,joy
privilegiado,positive
privilegiado,trust
probabilidad,anticipation
probada,trust
probado,trust
probar,positive
probidad,positive
probidad,trust
problema,fear
problema,negative
problema,sadness
proceder,anticipation
procedimiento,fear
procedimiento,positive
procesable,anger
procesable,disgust
procesable,negative
procesar,disgust
procesar,fear
procesar,negative
procesar,anger
procesar,fear
procesar,negative
procesión,joy
procesión,positive
procesión,sadness
procesión,surprise
procurador,positive
procurador,trust
prodigar,positive
prodigio,positive
prodigioso,positive
pródigo,negative
pródigo,positive
producción,anticipation
producción,positive
productividad,positive
productivo,positive
productor,positive
productor,positive
profanación,anger
profanación,disgust
profanación,fear
profanación,negative
profanación,sadness
profano,anger
profano,negative
profecía,anticipation
profesión,positive
profesional,positive
profesional,trust
profesor,positive
profesor,trust
profesor,positive
profesor,trust
profeta,anticipation
profeta,positive
profeta,trust
profético,anticipation
profiláctico,anticipation
profiláctico,positive
profiláctico,trust
profundidad,positive
profundidad,trust
profusión,negative
profuso,positive
progresión,anticipation
progresión,joy
progresión,positive
progresión,sadness
progresión,trust
progresivo,anticipation
progresivo,positive
progreso,positive
progreso,anticipation
progreso,joy
progreso,positive
prohibición,negative
prohibición,negative
prohibida,negative
prohibida,anger
prohibida,disgust
prohibida,fear
prohibida,negative
prohibido,negative
prohibido,anger
prohibido,disgust
prohibido,fear
prohibido,negative
prohibir,negative
prohibir,sadness
prolífico,positive
prólogo,anticipation
prolongar,disgust
prolongar,negative
promesa,joy
promesa,positive
promesa,trust
promesa,joy
promesa,positive
promesa,trust
prometedor,positive
prometida,anticipation
prometida,joy
prometida,positive
prometida,trust
prometido,anticipation
prometido,joy
prometido,positive
prometido,trust
prominencia,positive
prominentemente,positive
promiscuo,negative
promoción,positive
pronóstico,anticipation
pronóstico,trust
pronóstico,anticipation
pronóstico,fear
pronóstico,anticipation
propaganda,negative
propensión,trust
propicio,anticipation
propicio,joy
propicio,positive
propiedad,positive
propio,positive
proporcionar,positive
proporcionar,trust
proposición,positive
proscrito,negative
prospectivamente,anticipation
prosperando,anticipation
prosperando,joy
prosperando,positive
prosperar,anticipation
prosperar,joy
prosperar,positive
prosperidad,positive
próspero,joy
próspero,positive
prostitución,disgust
prostitución,negative
prostitución,sadness
prostituta,disgust
prostituta,negative
protector,negative
protector,positive
protector,trust
protector,positive
protector,positive
protector,trust
proteger,positive
protegida,trust
protegido,trust
protestante,fear
proverbial,positive
provisional,anticipation
provocación,anger
provocación,negative
provocador,anger
provocador,disgust
provocador,negative
próximo,positive
proyectil,fear
proyectiles,fear
prudencia,positive
prudente,positive
prudente,trust
prueba,trust
psicosis,anger
psicosis,fear
psicosis,negative
psicosis,sadness
publicista,negative
público,anticipation
público,positive
puerco espín,negative
puerta,trust
puerto,trust
puesta de sol,anticipation
puesta de sol,positive
puesto,disgust
pulcramente,positive
pulcro,positive
pulga,disgust
pulga,negative
pulida,positive
pulido,positive
pulla,anger
pulla,fear
pulla,negative
pulla,sadness
púlpito,positive
pulpo,disgust
puma,fear
puma,surprise
punitivo,anger
punitivo,fear
punitivo,negative
punitivo,sadness
puntal,negative
punto de referencia,trust
punto muerto,negative
punto muerto,anger
punto muerto,fear
punto muerto,negative
puntuación,anticipation
puntuación,joy
puntuación,positive
puntuación,surprise
puntual,anticipation
puntual,positive
puntual,trust
puntualidad,positive
puñalada,anger
puñalada,fear
puñalada,negative
puñalada,sadness
puñalada,surprise
puñetazo,anger
puñetazo,fear
puñetazo,negative
puñetazo,sadness
puñetazo,surprise
pura sangre,positive
puramente,positive
puramente,trust
pureza,positive
pureza,surprise
purga,fear
purga,negative
purgatorio,disgust
purgatorio,fear
purgatorio,negative
purificación,positive
purificación,trust
purificar,joy
purificar,positive
purificar,trust
purista,positive
pus,disgust
pus,negative
puta,anger
puta,disgust
puta,negative
puta,disgust
puta,negative
putativo,trust
putrefacción,disgust
putrefacción,fear
putrefacción,negative
putrefacción,sadness
que cae,negative
que cae,sadness
que huele,disgust
que huele,negative
que se acerca,anticipation
queja,anger
queja,negative
queja,anger
queja,disgust
queja,negative
queja,sadness
queja,anger
queja,disgust
queja,negative
quejar,anger
quejar,negative
quejar,sadness
quejarse,negative
quemada,disgust
quemada,negative
quemado,disgust
quemado,negative
querida,joy
querida,positive
querida,trust
querida,positive
querido,joy
querido,positive
querido,trust
querido,positive
queroseno,fear
quietud,fear
quietud,positive
quietud,sadness
quimera,fear
quimera,surprise
químico,positive
químico,trust
quinina,positive
quisquilloso,anger
quisquilloso,negative
quisquilloso,sadness
quiste,fear
quiste,negative
quiste,sadness
rabia,negative
rabia,anger
rabia,negative
rabieta,anger
rabieta,disgust
rabieta,negative
rabioso,anger
rabioso,anticipation
rabioso,disgust
rabioso,fear
rabioso,negative
rabioso,sadness
racional,positive
racional,trust
radar,trust
radiación,fear
radiación,negative
radiante,anticipation
radiante,joy
radiante,positive
radiante,joy
radiante,positive
radio,positive
radioactivo,fear
radioactivo,negative
radón,fear
radón,negative
raid,anger
raid,fear
raid,negative
raid,surprise
raída,negative
raída,sadness
raído,negative
raído,sadness
rallada,anger
rallada,negative
rallado,anger
rallado,negative
rallar,negative
ram,anger
ram,anticipation
ram,negative
ramera,disgust
ramera,negative
ramo de flores,joy
ramo de flores,positive
ramo de flores,trust
rancio,disgust
rancio,negative
rancio,disgust
rancio,negative
rapaces,fear
rapaces,negative
rápida,negative
rápida,sadness
rápida,surprise
rápida,positive
rápida,positive
rapidez,positive
rapidez,surprise
rápido,negative
rápido,sadness
rápido,surprise
rápido,positive
rápido,positive
raqueta,negative
raquítico,negative
rareza,disgust
rareza,negative
rareza,sadness
rareza,surprise
rareza,surprise
rasgada,negative
rasgado,negative
rata,disgust
rata,fear
rata,negative
ratificar,trust
ratón de biblioteca,negative
ratón de biblioteca,positive
raya,negative
razón,positive
reaccionar,anger
reaccionar,fear
reaccionario,negative
reacio,fear
reacio,negative
reafirmar,positive
real,positive
real,positive
real,trust
real,positive
real,trust
realeza,positive
realizar,joy
realizar,positive
reanimar,anticipation
reanimar,negative
reanimar,positive
reanudación,positive
reaparecer,surprise
reavivar,anticipation
reavivar,fear
reavivar,joy
reavivar,negative
reavivar,positive
reavivar,surprise
rebelde,anger
rebelde,fear
rebelde,negative
rebelión,anger
rebelión,disgust
rebelión,fear
rebosar,negative
rebuscada,positive
rebuscado,positive
recada,anticipation
recada,positive
recada,trust
recado,anticipation
recado,positive
recado,trust
recaída,fear
recaída,negative
recaída,sadness
recalcitrante,anger
recalcitrante,disgust
recalcitrante,negative
recargo,anger
recargo,negative
recepción,anticipation
recepción,joy
recepción,positive
recepción,surprise
recesión,anger
recesión,disgust
recesión,fear
recesión,negative
recesión,sadness
rechaza,anger
rechaza,fear
rechaza,negative
rechaza,sadness
rechazada,negative
rechazada,sadness
rechazada,negative
rechazado,negative
rechazado,sadness
rechazado,negative
rechazar,anger
rechazar,fear
rechazar,negative
rechazar,sadness
rechazo,anger
rechazo,disgust
rechazo,fear
rechazo,negative
rechazo,sadness
rechoncho,anticipation
recibida,positive
recibido,positive
recién llegada,fear
recién llegada,surprise
recién llegado,fear
recién llegado,surprise
recinto,negative
recipiente,anticipation
reclinarse,positive
reclinarse,trust
reclusión,fear
reclusión,negative
reclusión,positive
reclutas,trust
recoger,positive
recombinación,anticipation
recomendable,joy
recomendable,positive
recomendable,trust
recomendar,positive
recomendar,trust
recompensa,anticipation
recompensa,joy
recompensa,positive
recompensa,surprise
recompensa,trust
reconciliación,anticipation
reconciliación,joy
reconciliación,positive
reconciliación,trust
reconocible,anticipation
reconocible,positive
reconocimiento,positive
reconsideración,positive
reconsideración,trust
reconstituyente,anticipation
reconstituyente,joy
reconstituyente,positive
reconstituyente,trust
reconstrucción,anticipation
reconstrucción,positive
reconstruir,anticipation
reconstruir,positive
recreación,anticipation
recreación,joy
recreación,positive
recreativo,anticipation
recreativo,joy
recreativo,positive
rectificar,positive
recuerda,positive
recuerda,positive
recuerdo,positive
recuerdo,positive
recuperación,positive
recuperación,positive
recuperar,positive
recurrente,anticipation
recursos,joy
recursos,positive
recursos,trust
red,anticipation
redención,positive
reducción,fear
reducción,negative
reducir,anticipation
reducir,negative
redundante,negative
reembolsar,positive
reembolso,anger
reembolso,negative
reembolso,positive
reembolso,positive
reembolso,trust
refinamiento,positive
refinar,positive
reflejo,surprise
reflujo,disgust
reflujo,negative
reforma,positive
reforma,positive
reformador,positive
reforzamiento,positive
reforzamiento,trust
reforzar,positive
refractario,negative
refrenada,fear
refrenado,fear
refrescante,positive
refriega,negative
refuerzos,trust
refugiada,sadness
refugiado,sadness
refugio,positive
refugio,trust
refundir a,positive
refutación,fear
refutar,negative
regalo,anticipation
regalo,joy
regalo,positive
regalo,surprise
regaño,anger
regaño,disgust
regaño,fear
regaño,negative
regaño,sadness
regaño,anger
regaño,negative
regata,anticipation
regente,positive
regente,trust
regimiento,fear
registro,trust
regla,fear
regla,trust
regocijo,joy
regocijo,positive
regocijo,surprise
regresión,negative
regresivo,negative
regresivo,positive
regreso,negative
regulador,fear
regulador,negative
regular,positive
regularidad,anticipation
regularidad,positive
regularidad,trust
regurgitación,disgust
regusto,negative
rehabilitación,anticipation
rehabilitación,positive
rehabilitar,positive
rehacer,positive
rehén,anger
rehén,fear
rehén,negative
rehuir,anger
rehuir,disgust
rehuir,negative
rehuir,sadness
reimprimir,negative
reinar,positive
reincidencia,anger
reincidencia,disgust
reincidencia,negative
reincidencia,sadness
reintegrar,positive
reivindicada,positive
reivindicado,positive
rejilla,anger
rejilla,disgust
rejilla,negative
rejuvenecer,positive
rejuvenecida,positive
rejuvenecido,positive
relacionada,trust
relacionado,trust
relajación,positive
relámpago,anger
relámpago,fear
relámpago,surprise
relativo,trust
relato,positive
relevando,positive
religión,trust
reliquias,sadness
relleno,positive
reloj,anticipation
reloj,anticipation
reloj,fear
reloj de sol,anticipation
reloj de sol,trust
reluciente,positive
remachada,positive
remachado,positive
remanso,negative
remanso,sadness
remediador,negative
remedio,anticipation
remedio,joy
remedio,positive
remedio,trust
remisión,positive
remodelar,positive
remordimiento,negative
remordimiento,sadness
renacimiento,anticipation
renacimiento,joy
renacimiento,positive
renacimiento,trust
renacimiento,positive
rendición,fear
rendición,negative
rendición,sadness
rendir culto,anticipation
rendir culto,fear
rendir culto,joy
rendir culto,positive
rendir culto,trust
rendirse,negative
rendirse,sadness
renegada,anger
renegada,negative
renegado,anger
renegado,negative
renombrada,positive
renombrado,positive
renombre,positive
renovación,positive
renovación,anticipation
renovación,joy
renovación,positive
renovar,anticipation
renovar,positive
renuencia,negative
renuncia,negative
renunciar,negative
renunciar,anger
renunciar,negative
renunciar,anger
renunciar,disgust
renunciar,fear
renunciar,negative
renunciar,sadness
reorganizar,positive
reparación,positive
reparación,trust
repelente,disgust
repelente,fear
repelente,negative
repelente,anger
repelente,disgust
repelente,fear
repelente,negative
repeler,disgust
repeler,negative
repentinamente,surprise
repentino,surprise
repetitivo,negative
repleto,positive
repleto,disgust
reponer,positive
reportero,positive
reportero,trust
reposo,positive
reprensión,negative
represalia,anger
represalia,fear
represalia,negative
represalia,sadness
represalias,anger
represalias,fear
represalias,negative
representada,positive
representado,positive
representando,anticipation
represión,fear
represión,negative
reprimenda,anger
reprimenda,negative
reprimir,negative
reprimir,sadness
reprimir,anger
reprimir,fear
reprimir,negative
reprimir,sadness
reproche,anger
reproche,disgust
reproche,negative
reproche,sadness
reproductivo,joy
reproductivo,positive
república,negative
repudio,anger
repudio,disgust
repudio,negative
repugnante,anger
repugnante,disgust
repugnante,negative
repugnante,anger
repugnante,disgust
repugnante,fear
repugnante,negative
repulsión,disgust
repulsión,fear
repulsión,negative
réquiem,sadness
requisito previo,anticipation
resbalón,negative
resbalón,surprise
rescate,anger
rescate,fear
rescate,negative
rescate,anticipation
rescate,joy
rescate,positive
rescate,surprise
rescate,trust
rescindir,negative
rescisión,negative
resección,fear
resentida,anger
resentida,negative
resentido,anger
resentido,negative
resentimiento,anger
resentimiento,negative
resentimiento,anger
resentimiento,disgust
resentimiento,negative
resentimiento,sadness
resentirse de,anger
resentirse de,negative
reserva,positive
reservada,negative
reservado,negative
residente,positive
residuos,disgust
residuos,negative
resignación,negative
resignación,sadness
resignación,surprise
resignada,negative
resignada,sadness
resignado,negative
resignado,sadness
resistador,positive
resistencia,positive
resistencia,anger
resistencia,negative
resistente,joy
resistente,positive
resistente,trust
resistente,fear
resistente,negative
resistiendo,anger
resistiendo,fear
resistiendo,negative
resistiendo,sadness
resistir a,anticipation
resistir a,fear
resistir a,positive
resistirse,negative
respecto a,positive
respetabilidad,positive
respetable,positive
respetable,trust
respeto,anticipation
respeto,joy
respeto,positive
respeto,trust
respetuoso,positive
respetuoso,trust
respiradero,anger
respiro,joy
respiro,positive
respiro,trust
resplandecer,disgust
resplandecer,joy
resplandeciente,joy
resplandeciente,positive
resplandor,anger
resplandor,negative
resplandor,anticipation
resplandor,joy
resplandor,positive
resplandor,trust
responsabilidad,positive
responsabilidad,trust
responsable,trust
responsable,positive
responsable,trust
restaurando,positive
restaurar,positive
restitución,anger
restitución,positive
restricción,anger
restricción,fear
restricción,negative
restricción,sadness
restricción,positive
restricción,anger
restricción,fear
restricción,negative
restricción,sadness
restrictivo,negative
restringir,negative
restringir,sadness
resueltamente,positive
resultada,positive
resultada,anticipation
resultado,positive
resultado,anticipation
resultante,anticipation
retardar,disgust
retardar,fear
retardar,negative
retardar,sadness
retencion,positive
reticente,fear
reticente,negative
retirada,negative
retirar,anger
retirar,fear
retirar,negative
retirar,sadness
retirar,negative
retirar,sadness
retirarse,negative
reto,anger
reto,fear
reto,negative
retorcerse,disgust
retorcerse,negative
retorta,negative
retozar,joy
retozar,positive
retozón,anticipation
retozón,joy
retozón,positive
retozón,surprise
retracción,negative
retraer,anger
retraer,negative
retrasada,negative
retrasado,negative
retrasar,anger
retrasar,disgust
retrasar,fear
retrasar,negative
retrasar,sadness
retrasar,negative
retrasar,sadness
retraso,negative
retraso,negative
retraso,sadness
retraso,negative
retraso,negative
retroceder,anticipation
retroceder,disgust
retroceder,fear
retroceder,negative
retroceder,sadness
retroceder,surprise
retrógrada,negative
retrógrado,negative
reumatismo,anger
reumatismo,fear
reumatismo,negative
reumatismo,sadness
reunión,anticipation
reunión,positive
reunión,trust
reventada,anger
reventada,fear
reventada,negative
reventado,anger
reventado,fear
reventado,negative
reventar,negative
reverencia,joy
reverencia,positive
reverencia,trust
reverenciar,anticipation
reverenciar,joy
reverenciar,positive
reverenciar,trust
reverendo,joy
reverendo,positive
revisar,positive
revocación,negative
revocar,anger
revocar,disgust
revocar,fear
revocar,negative
revocar,sadness
revolcarse por,disgust
revolcarse por,negative
revolcarse por,sadness
revoltijo,negative
revoltoso,anger
revoltoso,disgust
revoltoso,fear
revoltoso,negative
revolución,anger
revolución,anticipation
revolución,fear
revolución,negative
revolución,positive
revolución,sadness
revolución,surprise
revolucionario,positive
revólver,anger
revólver,fear
revólver,negative
revólver,sadness
revuelta,anger
revuelta,negative
revuelta,surprise
revulsión,anger
revulsión,disgust
revulsión,fear
revulsión,negative
rey,positive
rezagada,anger
rezagada,anticipation
rezagada,disgust
rezagada,negative
rezagada,sadness
rezagado,anger
rezagado,anticipation
rezagado,disgust
rezagado,negative
rezagado,sadness
rezumar,disgust
rezumar,negative
ridículo,negative
ridículo,anger
ridículo,disgust
ridículo,negative
ridículo,sadness
ridículo,anger
ridículo,disgust
ridículo,negative
rienda,negative
riendo,joy
riendo,positive
riesgo,anticipation
riesgo,fear
riesgo,negative
rifa,anticipation
rifa,surprise
rifle,anger
rifle,fear
rifle,negative
rígida,negative
rígida,negative
rígida,trust
rígida,negative
rigidez,negative
rigidez,negative
rígido,negative
rígido,negative
rígido,trust
rígido,negative
rigor,disgust
rigor,fear
rigor,negative
riguroso,negative
riqueza,positive
riqueza,joy
riqueza,positive
riqueza,trust
risa,joy
risa,positive
risa,surprise
risa,anticipation
risa,joy
risa,positive
risa,surprise
risa disimulada,positive
risilla,joy
risilla,positive
risita,anticipation
risita,joy
risita,positive
risita,surprise
risita,trust
rítmico,joy
rítmico,positive
rítmico,surprise
ritmo,positive
rivalidad,anger
rivalidad,negative
rizo,positive
robada,anger
robada,negative
robado,anger
robado,negative
robando,disgust
robando,fear
robando,negative
robar,anger
robar,disgust
robar,fear
robar,negative
robar,sadness
robar,anger
robar,fear
robar,negative
robar,sadness
roble,positive
robo,negative
robo,anger
robo,disgust
robo,fear
robo,negative
robo,sadness
robo,anger
robo,disgust
robo,fear
robo,negative
robo,sadness
robusto,positive
robusto,positive
rocín,anger
rocín,negative
rock,positive
rodear,anticipation
rodear,negative
rodear,positive
romance,anticipation
romance,fear
romance,joy
romance,positive
romance,sadness
romance,surprise
romance,trust
romanticismo,joy
romanticismo,positive
romántico,anticipation
romántico,joy
romántico,positive
romántico,trust
romper,anger
romper,fear
romper,negative
romper,sadness
romper,surprise
rompió,fear
rompió,negative
rompió,sadness
ronco,negative
ronroneo,joy
ronroneo,positive
ronroneo,trust
rosada,positive
rosado,positive
roto,anger
roto,fear
roto,negative
roto,sadness
rubor,positive
rúbrica,positive
ruda,negative
ruda,sadness
rueda de andar,anticipation
ruida,negative
ruido,negative
ruidoso,anger
ruidoso,negative
ruidoso,negative
ruin,anger
ruin,disgust
ruin,fear
ruin,negative
ruina,fear
ruina,negative
ruina,sadness
ruina,anger
ruina,disgust
ruina,fear
ruina,negative
ruina,sadness
ruina,surprise
ruinas,negative
ruinoso,anger
ruinoso,disgust
ruinoso,fear
ruinoso,negative
ruinoso,sadness
ruleta,anticipation
rumor,negative
rumor,sadness
rumores,negative
ruptura,negative
ruptura,sadness
ruptura,anger
ruptura,fear
ruptura,negative
ruptura,surprise
ruptura,fear
ruptura,negative
ruptura,sadness
ruptura,surprise
ruptura,sadness
rutina,positive
rutina,trust
sabiduría,positive
sabiduría,trust
sabio,positive
sabio,trust
sabio,positive
sable,anger
sable,fear
sable,negative
saborear,anticipation
saborear,disgust
saborear,joy
saborear,positive
saborear,sadness
saborear,trust
sabotaje,anger
sabotaje,disgust
sabotaje,fear
sabotaje,negative
sabotaje,sadness
sabotaje,surprise
sabroso,positive
sabroso,positive
sabroso,positive
sacerdocio,anticipation
sacerdocio,joy
sacerdocio,positive
sacerdocio,sadness
sacerdocio,trust
sacerdotal,positive
sacerdote,positive
sacerdote,trust
sacrificio,anger
sacrificio,disgust
sacrificio,fear
sacrificio,negative
sacrificio,sadness
sacrificio,surprise
sacrificio,anger
sacrificio,disgust
sacrificio,fear
sacrificio,negative
sacrificio,sadness
sacrificio,surprise
sacrificios,disgust
sacrificios,fear
sacrificios,negative
sacrificios,sadness
sacudida,surprise
sacudida,fear
sacudida,negative
sagrada escritura,trust
salario,anticipation
salario,joy
salario,positive
salario,trust
salario,joy
salario,positive
salida,negative
salida,sadness
salida,surprise
salida,fear
salida,negative
salida,negative
salida,sadness
salido,negative
salido,sadness
saliente,positive
saliva,anticipation
salmo,positive
salón,negative
salón,anger
saltar,joy
saltar,positive
saluda,positive
saluda,surprise
saluda,joy
saluda,positive
saludable,joy
saludable,positive
saludable,trust
saludable,positive
saludable,trust
saludo,positive
saludo,surprise
saludo,joy
saludo,positive
saludos,positive
saludos,trust
salvación,anticipation
salvación,joy
salvación,positive
salvación,trust
salvada,disgust
salvado,disgust
salvaguardia,positive
salvaguardia,trust
salvaje,anger
salvaje,fear
salvaje,negative
salvaje,negative
salvaje,negative
salvaje,surprise
salvajismo,anger
salvajismo,fear
salvajismo,negative
salvar,joy
salvar,positive
salvar,trust
samurai,fear
samurai,positive
sanar,joy
sanar,positive
sanar,trust
sangrar,trust
sangre,anger
sangre,disgust
sangre,fear
sangre,negative
sangre,sadness
sangría,disgust
sangría,fear
sangría,negative
sangría,sadness
sangriento,anger
sangriento,disgust
sangriento,fear
sangriento,negative
sangriento,sadness
sangriento,anger
sangriento,disgust
sangriento,fear
sangriento,negative
sangriento,sadness
sanguijuela,negative
sanguijuelas,disgust
sanguijuelas,fear
sanguijuelas,negative
sanguinario,anger
sanguinario,disgust
sanguinario,fear
sanguinario,negative
sanitario,positive
sano,positive
sano,joy
sano,positive
sano,positive
santidad,anticipation
santidad,fear
santidad,joy
santidad,positive
santidad,surprise
santidad,trust
santificación,joy
santificación,positive
santificación,trust
santificar,anticipation
santificar,joy
santificar,positive
santificar,sadness
santificar,surprise
santificar,trust
santo,positive
santo,anticipation
santo,joy
santo,positive
santo,surprise
santo,trust
santuario,anticipation
santuario,joy
santuario,positive
santuario,trust
sapo,disgust
sapo,negative
saqueo,anger
saqueo,disgust
saqueo,fear
saqueo,negative
saqueo,sadness
saqueo,surprise
sarampión,disgust
sarampión,fear
sarampión,negative
sarampión,sadness
sarcasmo,anger
sarcasmo,disgust
sarcasmo,negative
sarcasmo,sadness
sarcástico,negative
sarcoma,fear
sarcoma,negative
sarcoma,sadness
sardónico,negative
sarna,disgust
sarna,fear
sarna,negative
satánico,anger
satánico,negative
satín,positive
satisfacer,joy
satisfacer,positive
satisfacer,surprise
satisfactoriamente,positive
satisfecho,joy
satisfecho,positive
satisfecho,joy
satisfecho,positive
saturada,disgust
saturada,negative
saturado,disgust
saturado,negative
savia,negative
savia,sadness
sazonada,positive
sazonado,positive
scrapie,anger
scrapie,fear
scrapie,negative
scrapie,sadness
secesión,negative
secreción,disgust
secreción,negative
secretar,disgust
secretaría,positive
secreto,surprise
secreto,trust
secreto,trust
sectario,anger
sectario,fear
sectario,negative
secuelas,anger
secuelas,disgust
secuelas,fear
secuelas,negative
secuelas,sadness
secuestrar,anger
secuestrar,fear
secuestrar,negative
secuestrar,sadness
secuestrar,surprise
secuestro,fear
secuestro,negative
secuestro,sadness
secuestro,surprise
secuestro,negative
secuestro,sadness
secular,anticipation
secundario,positive
secundario,trust
sed,anticipation
sed,sadness
sed,surprise
seda,positive
sedición,anger
sedición,negative
sedición,sadness
sediento,negative
seducción,negative
seducir,anticipation
seducir,joy
seducir,positive
seducir,surprise
seducir,negative
seductor,positive
seductor,anticipation
segregar,anger
segregar,disgust
segregar,negative
segregar,sadness
seguidor,trust
seguidor,joy
seguidor,positive
seguidor,trust
segunda mano,negative
seguridades,positive
seguridades,trust
seguro,positive
seguro,trust
seguro,joy
seguro,positive
seguro,trust
sello,positive
sello,trust
selva,fear
semental,positive
semental,positive
senada,trust
senado,trust
sencillo,positive
sencillo,trust
senil,fear
senil,negative
senil,sadness
sensación,anger
sensación,anticipation
sensación,disgust
sensación,fear
sensación,joy
sensación,negative
sensación,positive
sensación,sadness
sensación,surprise
sensación,trust
sensacional,joy
sensacional,positive
sensibilidad,positive
sensibilidad,joy
sensibilidad,positive
sensible,anticipation
sensible,positive
sensible,trust
sensual,anticipation
sensual,joy
sensual,negative
sensual,positive
sensual,surprise
sensual,trust
sensual,joy
sensual,positive
sensualidad,anticipation
sensualidad,joy
sensualidad,positive
cordial,joy
cordial,positive
sentida,trust
sentida,positive
cordial,joy
cordial,positive
cordial,trust
sentido,positive
sentimental,positive
sentimentalismo,positive
señal,anticipation
señor,disgust
señor,negative
señor,positive
señor,trust
señor,positive
señor,trust
señorío,positive
señuelo,surprise
señuelo,negative
separada,negative
separado,negative
separatista,anger
separatista,disgust
separatista,negative
septicemia,fear
septicemia,negative
septicemia,sadness
séptico,disgust
séptico,negative
sequía,negative
serenidad,anticipation
serenidad,joy
serenidad,positive
serenidad,trust
sereno,negative
sereno,trust
sereno,positive
sereno,trust
serie,trust
seriedad,positive
serio,positive
sermón,positive
sermón,trust
serpenteante,negative
serpiente,disgust
serpiente,fear
serpiente,negative
serpiente,disgust
serpiente,fear
serpiente,negative
serpiente de cascabel,fear
servicial,joy
servicial,positive
servicial,trust
servicial,anger
servicial,anticipation
servicial,disgust
servicial,fear
servicial,joy
servicial,positive
servicial,surprise
servicial,trust
servidor,negative
servidor,trust
servidumbre,negative
servil,negative
servil,disgust
servil,fear
servil,negative
servil,sadness
servilleta,sadness
servir,negative
servir,trust
sesgada,anger
sesgada,anticipation
sesgada,negative
sesgado,anger
sesgado,anticipation
sesgado,negative
sesos,positive
sesudamente,positive
severo,anger
severo,anticipation
severo,disgust
severo,fear
severo,negative
severo,sadness
sexo,anticipation
sexo,joy
sexo,positive
sexo,trust
sí,positive
sí,positive
sidra,positive
siempre que,anticipation
siempre que,joy
siempre que,positive
siempre que,trust
siesta,joy
siesta,positive
sietemesino,negative
sigilo,surprise
significar,anticipation
silbida,anger
silbida,fear
silbida,negative
silbida,negative
silbido,anger
silbido,fear
silbido,negative
silbido,negative
silencio,positive
silencio,fear
silencio,negative
simbólico,positive
simetría,joy
simetría,positive
simetría,trust
simétrico,positive
simpatía,positive
simpatía,sadness
simpático,anticipation
simpático,joy
simpático,positive
simpático,trust
simpático,fear
simpático,joy
simpático,positive
simpático,sadness
simpático,trust
simplificar,anticipation
simplificar,joy
simplificar,positive
simplificar,surprise
simplificar,trust
sin alguna duda,anticipation
sin alguna duda,disgust
sin alma,disgust
sin alma,fear
sin alma,negative
sin alma,sadness
sin amueblar,negative
sin apoyo,negative
sin control,negative
sin defensa,surprise
sin descubrir,surprise
sin esperanza,fear
sin esperanza,negative
sin esperanza,sadness
sin fonda,fear
sin fondo,fear
sin hogar,anger
sin hogar,anticipation
sin hogar,disgust
sin hogar,fear
sin hogar,negative
sin hogar,sadness
sin igual,positive
sin importancia,negative
sin importancia,sadness
sin nombre,disgust
sin nombre,negative
sin objetivo,negative
sin precedentes,surprise
sin prisa,positive
sin restricciones,joy
sin restricciones,positive
sin sentida,negative
sin sentida,sadness
sin sentida,anger
sin sentida,disgust
sin sentida,fear
sin sentida,negative
sin sentida,sadness
sin sentida,surprise
sin sentido,negative
sin sentido,sadness
sin sentido,anger
sin sentido,disgust
sin sentido,fear
sin sentido,negative
sin sentido,sadness
sin sentido,surprise
sin valor,anger
sin valor,disgust
sin valor,negative
sin valor,sadness
sin vida,fear
sin vida,negative
sin vida,sadness
sinceramente,joy
sinceramente,positive
sinceridad,positive
sincero,anticipation
sincero,joy
sincero,positive
sincero,surprise
sincero,trust
sincero,positive
sincero,trust
síncope,fear
síncope,negative
síncope,sadness
síncope,surprise
sincronizar,anticipation
sincronizar,joy
sincronizar,positive
sincronizar,surprise
sincronizar,trust
sinérgico,positive
sinérgico,trust
sinfonía,anticipation
sinfonía,joy
sinfonía,positive
siniestro,anger
siniestro,disgust
siniestro,fear
siniestro,negative
sínoda,positive
sínoda,trust
sínodo,positive
sínodo,trust
sinónimo,fear
sinónimo,negative
sinónimo,positive
sinónimo,trust
síntoma,negative
síntomas,negative
sinvergüenza,anger
sinvergüenza,disgust
sinvergüenza,fear
sinvergüenza,negative
sinvergüenza,trust
sirena,fear
sirena,negative
sistema,trust
situación,anticipation
situación,disgust
situación,fear
situación,negative
situación,sadness
smo,anticipation
smo,joy
smo,positive
smo,surprise
smo,trust
snob,negative
soberano,trust
soborno,negative
soborno,disgust
soborno,negative
sobrecarga,negative
sobrecarga,sadness
sobrecargar,negative
sobredosis,negative
sobreestimar,surprise
sobrehumano,positive
sobresalir,anticipation
sobresalir,joy
sobresalir,positive
sobresalir,surprise
sobresalir,trust
sobrestimada,negative
sobrestimado,negative
sobrevalorada,anger
sobrevalorada,disgust
